Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"J.P. Crawford","SEA",75,323,277,67,46,13,1,7,38,30,40,0,63,3,2,1,,2,1,0.240813,0.12288,0.193736,0.634262,0.341259,0.36745,0.318855,0.708709,0.126637,3.50841,0.28589,-0.334944,-0.33073,38.5669,1.2113,110.492,-0.665675,-1.77469,3.208760917186737,1.6891971826553345,1.62575,442.010009765625,,,,,,,337.4,4.498666666,337.4,4.498666666,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"J.T. Realmuto","PHI",65,256,231,58,37,11,1,9,32,32,19,1,62,4,2,0,,4,1,0.252084,0.0757911,0.24332,0.311487,0.317916,0.424817,0.324186,0.742732,0.172732,4.9637,0.306797,-0.0742601,-0.154181,31.6484,2.05152,105.736,-0.228441,1.04432,1.4888722747564316,5.723952531814575,1.61535,140.24000549316406,,,,,,,289.8,4.458461538,289.8,4.458461538,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"James Wood","WSN",76,330,288,75,45,16,2,12,45,41,38,1,89,2,2,0,,11,3,0.260033,0.115294,0.270897,0.4256,0.348877,0.456976,0.351497,0.805853,0.196943,5.64599,0.332437,0.008219,0.43494,48.0212,9.85673,125.379,0.443159,-0.939875,10.240858405828476,-5.515800476074219,1.60748,53.29999923706055,,,,,,,435.1,5.725,435.1,5.725,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Jung Hoo Lee","SFG",76,327,296,83,57,19,2,5,41,35,25,1,33,3,2,0,,5,2,0.281484,0.0770898,0.0999691,0.771136,0.340423,0.416662,0.331564,0.757085,0.135178,4.85111,0.299214,-0.567659,-0.393277,42.288,4.54295,113.366,-0.960937,-0.537168,4.142245411872864,0.6294984221458435,1.60006,233.94000244140625,,,,,,,370.2,4.871052631,370.2,4.871052631,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Ha-Seong Kim","TBR",60,261,227,57,39,11,1,6,32,27,28,1,46,2,2,2,,12,3,0.249562,0.108799,0.174247,0.624396,0.335949,0.389144,0.321297,0.725093,0.139582,5.53292,0.283964,0.653709,0.805555,31.6855,1.48944,109.896,1.45926,-0.510353,4.4134441614151,2.289646863937378,1.59928,382.4700012207031,,,,,,,290.6,4.843333333,290.6,4.843333333,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Jordan Westburg","BAL",69,298,271,71,43,14,2,11,38,38,20,0,67,4,2,1,,5,1,0.262609,0.0683845,0.223869,0.305466,0.320953,0.456235,0.337164,0.777187,0.193626,5.35275,0.307559,-0.236699,0.00470591,39.8442,5.46923,119.59,-0.231993,-0.0200673,6.425253391265869,-0.9513944443315268,1.59649,90.2300033569336,,,,,,,360.7,5.227536231,360.7,5.227536231,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Rafael Devers","SFG",81,348,303,81,46,18,1,16,48,51,39,5,78,3,2,0,,2,0,0.265342,0.112004,0.223136,0.501952,0.352692,0.489609,0.360408,0.842301,0.224267,3.59566,0.304156,-0.667255,-0.411508,53.142,12.8806,133.094,-1.07876,-0.0630311,12.399390697479248,-8.385252870619297,1.59496,40.939998626708984,,,,,,,488.7,6.033333333,488.7,6.033333333,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Byron Buxton","MIN",65,283,256,63,33,14,2,14,42,39,19,1,80,5,2,0,,7,1,0.244329,0.0683028,0.284251,0.24029,0.307567,0.480367,0.338899,0.787933,0.236037,6.40952,0.295487,0.700302,0.447175,38.2687,5.59128,118.876,1.14748,0.0100554,7.245353698730469,-1.4984322050586343,1.57411,224.94000244140625,,,,,,,362.9,5.583076923,362.9,5.583076923,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Jacob Wilson","ATH",74,319,296,86,63,17,1,4,38,32,16,0,28,3,2,2,,2,1,0.2895,0.0503562,0.0890672,0.565373,0.329359,0.40208,0.320852,0.731439,0.112581,3.92741,0.306219,-0.516817,-0.334881,38.5504,1.70406,105.833,-0.851698,-0.199629,1.2729148864746094,3.217037409543991,1.56813,327.1499938964844,,,,,,,336.2,4.543243243,336.2,4.543243243,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Alex Bregman","BOS",65,280,246,65,40,14,1,10,37,38,28,0,38,3,2,0,,1,0,0.264122,0.0990233,0.135954,0.728357,0.344305,0.451085,0.347498,0.79539,0.186963,3.43407,0.273784,-0.986056,-0.386258,39.7767,7.45372,118.492,-1.37231,0.407801,4.5364614725112915,1.2019366025924683,1.56263,110.41000366210938,,,,,,,353.2,5.433846153,353.2,5.433846153,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Randy Arozarena","SEA",81,349,299,71,44,15,1,12,45,40,39,0,88,9,2,0,,14,4,0.237425,0.112022,0.252395,0.443836,0.341012,0.412127,0.334336,0.753139,0.174703,5.37602,0.293644,-0.0102093,0.408524,45.9932,5.63201,121.327,0.398315,-1.72383,8.907732665538788,-5.572598338127136,1.55321,134.9199981689453,,,,,,,420,5.185185185,420,5.185185185,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Cedric Mullins","BAL",69,298,264,64,41,12,1,9,39,35,27,1,59,3,2,1,,15,3,0.240933,0.0915373,0.199578,0.458655,0.316622,0.404117,0.317133,0.720739,0.163184,6.2918,0.274831,1.0702,1.26651,35.0802,0.705264,105.571,2.33671,-0.335222,4.229983448982239,0.7272777557373047,1.54281,211.2100067138672,,,,,,,329.6,4.776811594,329.6,4.776811594,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
"Junior Caminero","TBR",75,323,299,78,50,13,1,13,39,44,20,1,67,2,2,0,,2,1,0.259773,0.0621228,0.208586,0.297828,0.30913,0.443424,0.325685,0.752554,0.183651,3.64001,0.292251,-0.521311,-0.322319,40.3,2.97434,112.967,-0.84363,-0.918573,3.941286325454712,0.1314268708229065,1.5391,73.0999984741211,,,,,,,370.4,4.938666666,370.4,4.938666666,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Marcus Semien","TEX",78,338,302,73,47,14,1,10,45,38,31,0,53,2,2,0,,5,2,0.241151,0.0906093,0.156765,0.577995,0.312471,0.400419,0.313534,0.71289,0.159269,4.86394,0.259033,0.0771291,-0.17447,38.8321,-0.171112,100.473,-0.0973406,2.39557,0.08498045802116394,3.497420310974121,1.53831,104.12000274658203,,,,,,,350,4.487179487,350,4.487179487,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Kyle Schwarber","PHI",81,348,289,66,34,10,1,21,52,53,54,2,96,4,2,0,,2,1,0.229385,0.154478,0.275202,0.561327,0.35498,0.484453,0.363817,0.839433,0.255068,3.62003,0.261908,-0.875251,-0.49662,54.0915,13.8302,132.842,-1.37187,-0.0133428,12.003678917884827,-8.620750376023352,1.52937,75.9000015258789,,,,,,,487.7,6.020987654,487.7,6.020987654,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Teoscar Hernández","LAD",76,326,299,81,49,15,1,16,45,51,22,1,88,3,2,0,,5,1,0.269435,0.0674794,0.269036,0.25082,0.324636,0.483629,0.348576,0.808266,0.214195,4.6402,0.328368,-0.454306,0.0631947,46.6873,8.97724,124.73,-0.391111,-1.49136,9.042286276817322,-4.988120198249817,1.52448,56.880001068115234,,,,,,,435.9,5.735526315,435.9,5.735526315,,,,,,,,,,,,,,,,,,,"Teoscar Hernandez","13066",606192
"Yainer Diaz","HOU",74,299,282,78,52,14,1,11,35,41,13,0,54,2,2,0,,1,0,0.27616,0.0427585,0.180669,0.236668,0.310015,0.449714,0.328352,0.759729,0.173555,2.86516,0.30539,-1.05402,-0.438863,37.9623,3.39259,112.355,-1.49288,-0.136117,2.729570508003235,1.9898088425397873,1.52391,60.08000183105469,,,,,,,351.4,4.748648648,351.4,4.748648648,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Bryson Stott","PHI",71,305,274,71,50,12,2,6,38,31,26,1,52,2,2,0,,14,2,0.25777,0.0846336,0.172135,0.491671,0.323366,0.384354,0.312545,0.70772,0.126584,6.38483,0.295791,1.37904,1.38512,34.8331,-0.395555,97.7737,2.76416,1.39658,1.9708067774772644,2.511390447616577,1.49636,172.64999389648438,,,,,,,331.2,4.664788732,331.2,4.664788732,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Brenton Doyle","COL",77,334,305,76,48,13,2,12,43,39,23,0,92,2,2,2,,15,3,0.249855,0.0685153,0.274912,0.249226,0.304547,0.427339,0.318204,0.731886,0.177484,6.67865,0.315028,1.2934,1.2592,39.6613,1.0775,88.9966,2.55261,4.0829,-1.7419755458831787,5.275493621826172,1.49594,71.72000122070312,,,,,,,377.6,4.903896103,377.6,4.903896103,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Ian Happ","CHC",77,334,289,72,45,16,1,10,45,39,40,1,76,3,2,0,,6,1,0.24945,0.120787,0.228762,0.528003,0.344897,0.419119,0.337145,0.764017,0.16967,4.60864,0.302145,-0.161936,-0.0113704,44.758,6.13921,117.767,-0.173306,0.321949,6.767490893602371,-3.3640078604221344,1.48345,130.16000366210938,,,,,,,397.9,5.167532467,397.9,5.167532467,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Jose Altuve","HOU",78,338,305,82,56,15,0,11,46,36,27,1,58,3,2,0,,9,3,0.268209,0.0810527,0.172619,0.469548,0.333515,0.42321,0.332226,0.756725,0.155001,4.62314,0.299681,-0.239778,0.142983,43.8763,4.87305,115.066,-0.0967947,-0.707641,5.712547235190868,-2.6650484800338745,1.48273,61.189998626708984,,,,,,,399.8,5.125641025,399.8,5.125641025,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
"Brandon Lowe","TBR",64,276,246,58,34,11,1,12,35,39,25,1,71,3,2,0,,3,1,0.237648,0.0909594,0.256199,0.355034,0.313193,0.441207,0.328305,0.7544,0.203559,4.12103,0.27908,0.0720455,-0.108433,34.9912,3.1176,114.801,-0.036387,-0.308314,4.627323091030121,0.391686350107193,1.47444,211.94000244140625,,,,,,,316.1,4.9390625,316.1,4.9390625,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Austin Wells","NYY",65,256,226,52,30,11,1,10,28,34,24,0,57,3,2,0,,2,1,0.231129,0.0951963,0.222428,0.427987,0.31042,0.426367,0.32163,0.736787,0.195239,3.2777,0.259544,-0.306215,-0.284209,31.0875,1.52628,106.116,-0.590424,-0.192447,1.1968716382980347,4.47730578482151,1.47339,175.14999389648438,,,,,,,278.8,4.289230769,278.8,4.289230769,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Alejandro Kirk","TOR",65,260,232,61,43,11,0,6,24,31,23,1,32,3,2,0,,0,0,0.261334,0.0885827,0.124465,0.711709,0.33216,0.388537,0.318854,0.720698,0.127203,1.47105,0.279164,-1.62741,-0.436947,30.9954,0.973382,105.513,-2.06435,1.52475,-0.42817890644073486,5.945270657539368,1.47084,255.17999267578125,,,,,,,275.9,4.244615384,275.9,4.244615384,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Gleyber Torres","DET",77,334,297,77,53,14,1,9,41,36,32,0,57,2,3,1,,5,2,0.260965,0.0947112,0.170306,0.556125,0.333307,0.405447,0.326056,0.738754,0.144482,3.87439,0.292847,-0.58572,-0.414179,41.7087,3.16983,110.398,-0.999899,-1.2186,2.961468279361725,-0.027401089668273926,1.45706,228.8800048828125,,,,,,,371,4.818181818,371,4.818181818,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Colton Cowser","BAL",68,294,257,62,38,12,1,12,39,36,31,1,87,4,2,0,,5,1,0.241631,0.104261,0.295593,0.352717,0.330719,0.429844,0.333287,0.760564,0.188214,4.53713,0.315204,0.0802562,-0.119455,38.4417,4.49109,116.877,-0.0391984,1.1992,5.62523702159524,-1.4242525100708008,1.45153,161.9499969482422,,,,,,,355.2,5.223529411,355.2,5.223529411,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Lars Nootbaar","STL",61,265,226,57,35,11,1,9,34,30,36,1,50,1,2,1,,5,1,0.250755,0.135351,0.190061,0.712142,0.353873,0.434421,0.345873,0.788294,0.183666,4.67304,0.281906,0.0714332,0.0261468,37.3312,6.71578,122.648,0.09758,0.199023,7.1115332543849945,-2.1731992959976196,1.4088,258.2900085449219,,,,,,,333.1,5.460655737,333.1,5.460655737,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Nolan Arenado","STL",79,341,310,79,53,16,1,10,38,42,26,2,47,2,3,0,,2,1,0.256251,0.0774102,0.137446,0.563206,0.31725,0.409515,0.31695,0.726765,0.153264,2.97928,0.271233,-0.772894,-0.456667,40.1814,0.75882,102.866,-1.22956,1.47933,-0.08679139614105225,2.4904414415359497,1.40307,222.5399932861328,,,,,,,363.5,4.601265822,363.5,4.601265822,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Logan O'Hoppe","LAA",65,263,238,58,35,9,1,13,32,35,20,0,72,3,1,0,,1,1,0.244334,0.0765858,0.272188,0.281371,0.310873,0.451507,0.33145,0.76238,0.207173,3.19589,0.291906,-0.597016,-0.362914,34.0596,3.63749,111.241,-0.95993,-0.374888,2.4207789301872253,2.3141555190086365,1.40153,135.80999755859375,,,,,,,308.9,4.752307692,308.9,4.752307692,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"Gabriel Moreno","ARI",53,209,185,50,36,10,1,4,24,24,20,0,34,2,1,0,,2,1,0.271152,0.0969265,0.164437,0.589444,0.346391,0.391362,0.327507,0.737753,0.12021,3.56094,0.312863,-0.68181,-0.254396,26.356,2.22688,106.951,-0.936206,2.06957,0.7604001760482788,5.821109056472778,1.38979,184.36000061035156,,,,,,,234.3,4.420754716,234.3,4.420754716,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Brendan Donovan","STL",71,309,274,77,55,15,1,7,37,34,26,1,40,6,2,1,,3,1,0.281662,0.0850335,0.128587,0.661292,0.354467,0.413594,0.339415,0.768061,0.131932,3.91966,0.307234,-0.51654,-0.431991,41.875,6.22695,118.231,-0.948531,-0.553507,5.625604927539825,-2.381284713745117,1.38,248.27000427246094,,,,,,,371.1,5.226760563,371.1,5.226760563,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Lawrence Butler","ATH",72,312,284,71,43,15,1,13,41,36,25,1,74,1,2,0,,10,2,0.250034,0.0786191,0.237057,0.331646,0.309457,0.443856,0.326732,0.753313,0.193822,5.53252,0.292347,0.47958,0.83192,39.1592,3.13167,109.947,1.3115,1.17177,4.854379296302795,-2.118351936340332,1.3614,60.90999984741211,,,,,,,376.4,5.227777777,376.4,5.227777777,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Brice Turang","MIL",76,327,294,74,56,12,2,5,40,29,27,1,61,1,2,2,,21,4,0.25287,0.0833608,0.186601,0.446734,0.316784,0.354003,0.29858,0.670787,0.101133,6.57941,0.302057,1.84785,2.20826,33.6742,-4.07085,88.4415,4.05612,1.51037,-0.3570442199707031,2.8066641092300415,1.35877,145.1300048828125,,,,,,,326.3,4.293421052,326.3,4.293421052,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Royce Lewis","MIN",53,228,206,53,31,11,0,11,30,33,19,1,52,1,2,0,,2,1,0.257838,0.0832214,0.227531,0.365758,0.3222,0.476702,0.344526,0.798903,0.218865,3.60586,0.290105,-0.224545,-0.221746,31.8382,5.52654,122.815,-0.446291,-0.13231,5.488159507513046,-0.15854425728321075,1.34044,163.9600067138672,,,,,,,287.1,5.416981132,287.1,5.416981132,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Jake Cronenworth","SDP",76,327,287,70,44,15,2,9,39,37,32,1,60,6,2,1,,3,1,0.242503,0.0966821,0.183641,0.526474,0.327138,0.39866,0.320596,0.725797,0.156156,4.34167,0.276532,-0.126908,-0.29816,39.4497,1.67974,107.592,-0.425068,-1.0868,2.475426197052002,-0.39158540964126587,1.32149,284.07000732421875,,,,,,,361.4,4.755263157,361.4,4.755263157,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Matt Wallner","MIN",61,264,228,54,28,12,2,12,32,34,28,1,88,7,1,0,,2,0,0.238001,0.105407,0.33411,0.315487,0.338394,0.464086,0.349458,0.80248,0.226084,4.43291,0.327529,-0.224998,-0.19441,38.016,7.46045,126.266,-0.419407,-0.669602,7.514744848012924,-3.7128120064735413,1.30857,264.8399963378906,,,,,,,342.2,5.609836065,342.2,5.609836065,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Eugenio Suárez","ARI",75,323,286,67,39,13,1,14,40,46,30,0,90,5,3,0,,1,0,0.235996,0.0916165,0.279832,0.327398,0.315859,0.437178,0.328724,0.753037,0.201183,2.97833,0.289172,-0.869677,-0.3968,41.1066,3.76094,107.783,-1.26648,-0.188187,1.6737399101257324,0.3627386838197708,1.30415,168.66000366210938,,,,,,,371.1,4.948,371.1,4.948,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Andy Pages","LAD",71,308,276,68,41,15,1,12,41,38,25,1,74,5,2,0,,3,1,0.246531,0.0811179,0.239953,0.338058,0.318678,0.435899,0.32917,0.754576,0.189367,4.08898,0.292111,-0.363837,-0.399564,39.3371,3.69895,111.457,-0.763401,0.22802,3.3666465878486633,-0.8735231310129166,1.30165,381.8599853515625,,,,,,,359.7,5.066197183,359.7,5.066197183,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Parker Meadows","DET",61,265,237,57,36,11,3,8,34,27,24,1,61,2,2,1,,10,2,0.241982,0.0894206,0.231114,0.386912,0.313347,0.408252,0.315884,0.721599,0.16627,6.85579,0.292908,0.799831,0.591025,31.0295,0.364179,103.279,1.39086,0.319736,2.3848639130592346,1.2675755620002747,1.29631,287.75,,,,,,,297.8,4.881967213,297.8,4.881967213,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Chase Meidroth","CHW",71,309,264,66,49,11,1,4,36,26,38,0,52,5,2,1,,6,1,0.248674,0.121566,0.168498,0.721473,0.350616,0.347043,0.317014,0.697659,0.0983689,4.50229,0.29295,-0.267225,-0.0558024,36.3499,0.701827,102.385,-0.323027,-0.499656,0.5175047516822815,1.587381362915039,1.28447,999,,,,,,,318.4,4.484507042,318.4,4.484507042,,,,,,,,,,,,,,,,,,,"Chase Meidroth","31580",805367
"Otto Lopez","MIA",70,301,276,74,54,14,2,4,33,27,20,1,50,2,2,1,,12,3,0.267677,0.06558,0.166626,0.393576,0.31944,0.377131,0.307206,0.69657,0.109454,5.66377,0.311793,0.28309,0.741783,33.1041,-1.67524,92.068,1.02487,1.1327,-1.7657023668289185,4.224982023239136,1.27301,322.1099853515625,,,,,,,308.4,4.405714285,308.4,4.405714285,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Marcell Ozuna","ATL",74,320,279,74,45,13,0,16,43,46,37,1,75,2,2,0,,1,0,0.263552,0.115138,0.23385,0.492359,0.350777,0.480358,0.360892,0.831135,0.216806,1.93441,0.303056,-1.00794,-0.458948,48.8636,11.9373,130.232,-1.46689,0,9.825722932815552,-7.989506244659424,1.27107,68.76000213623047,,,,,,,442.4,5.978378378,442.4,5.978378378,,,,,,,,,,,,,,,,,,,"Marcell Ozuna","10324",542303
"Jackson Holliday","BAL",70,301,263,62,41,12,2,7,40,30,33,1,79,2,2,0,,6,2,0.236379,0.110495,0.262971,0.420178,0.325462,0.380408,0.313647,0.70587,0.144029,5.42343,0.307054,-0.107553,0.0365349,34.674,-0.125344,103.132,-0.0710184,0.0474985,1.0063191205263138,1.201819483190775,1.26982,206.38999938964844,,,,,,,307,4.385714285,307,4.385714285,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Christian Walker","HOU",78,338,298,70,40,14,1,16,42,47,32,1,79,5,3,0,,2,1,0.235619,0.0955798,0.232712,0.410721,0.317431,0.447163,0.332124,0.764594,0.211544,3.32372,0.262848,-0.3629,-0.336339,43.8486,4.84539,114.995,-0.699239,1.97364,5.082435071468353,-4.105990767478943,1.26752,110.98999786376953,,,,,,,402.7,5.162820512,402.7,5.162820512,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Matt McLain","CIN",67,290,256,62,37,13,1,10,39,35,28,0,81,4,2,0,,10,3,0.241112,0.0969872,0.278269,0.348538,0.323553,0.424904,0.328392,0.748457,0.183792,6.01076,0.307922,0.241771,0.478238,36.853,3.30181,102.665,0.720009,0.159375,1.624558448791504,1.1186338365077972,1.26658,86.18000030517578,,,,,,,335.2,5.002985074,335.2,5.002985074,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Taylor Ward","LAA",82,353,312,78,48,15,1,14,44,42,33,1,82,4,3,0,,3,1,0.24844,0.0949464,0.233533,0.406565,0.326183,0.433255,0.332235,0.759438,0.184815,3.60062,0.291661,-0.425511,-0.398759,45.8334,5.09271,111.791,-0.824271,0.258149,3.924555480480194,-3.5196288526058197,1.26007,180.19000244140625,,,,,,,419.5,5.115853658,419.5,5.115853658,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Maikel Garcia","KCR",73,316,287,75,54,15,2,4,39,30,24,0,54,1,2,1,,17,4,0.262435,0.076431,0.172423,0.443277,0.318901,0.374457,0.306608,0.693359,0.112023,6.1927,0.307348,1.05289,1.15896,34.5783,-1.90855,91.1868,2.21185,1.28779,-0.9671151638031006,2.4414979219436646,1.24403,206.8800048828125,,,,,,,321.6,4.405479452,321.6,4.405479452,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Sean Murphy","ATL",46,184,160,37,22,7,0,8,22,24,18,0,44,4,1,0,,0,0,0.233523,0.0983818,0.240937,0.40833,0.326195,0.433418,0.333315,0.759613,0.199895,2.43656,0.270245,-0.429766,-0.277779,24.0488,2.81317,111.37,-0.707545,0.751828,1.7348572611808777,4.175902009010315,1.23544,295.67999267578125,,,,,,,208.7,4.536956521,208.7,4.536956521,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Jonathan Aranda","TBR",61,265,232,60,37,12,1,10,34,34,27,1,64,4,2,0,,0,0,0.258047,0.101414,0.24246,0.41827,0.343921,0.447902,0.34625,0.791824,0.189855,2.47379,0.311303,-0.432402,-0.423382,37.411,6.79563,127.36,-0.855785,0.392923,7.424923777580261,-4.416335850954056,1.22792,318.1600036621094,,,,,,,331.5,5.434426229,331.5,5.434426229,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Josh Jung","TEX",73,316,294,75,48,14,1,12,36,38,17,0,81,3,2,0,,4,1,0.254754,0.0544992,0.257968,0.211264,0.300477,0.430138,0.317414,0.730615,0.175384,4.33146,0.312205,-0.804779,-0.169766,37.3062,0.819339,103.188,-0.974545,0.162519,0.17542541027069092,1.0828896313905716,1.22158,207.57000732421875,,,,,,,349.9,4.793150684,349.9,4.793150684,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"Evan Carter","TEX",59,254,222,54,33,11,2,7,32,27,27,1,64,3,2,0,,7,2,0.241564,0.107957,0.250158,0.431558,0.330264,0.410132,0.325695,0.740396,0.168568,6.17316,0.303063,0.16987,0.286162,31.6986,2.34136,108.984,0.456031,-0.263633,3.0634135603904724,0.22895917296409607,1.21979,306.04998779296875,,,,,,,287.2,4.86779661,287.2,4.86779661,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Cody Bellinger","NYY",70,301,271,68,43,13,1,11,39,40,25,2,52,2,3,0,,7,2,0.250918,0.0831066,0.174251,0.476936,0.315329,0.429863,0.32281,0.745192,0.178945,5.19252,0.270539,0.215666,0.161764,36.8801,2.0808,106.942,0.377431,-0.105072,2.7655014097690582,-1.1544544771313667,1.20778,92.4000015258789,,,,,,,345.3,4.932857142,345.3,4.932857142,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Christian Yelich","MIL",71,305,262,68,45,12,1,9,41,36,38,2,67,2,2,1,,12,2,0.257704,0.126154,0.220154,0.573025,0.354722,0.416482,0.339293,0.771204,0.158778,5.73435,0.311745,1.07164,0.988836,41.3526,6.12385,116.288,2.06048,-0.125925,7.8648316860198975,-6.192591220140457,1.20437,112.05000305175781,,,,,,,381.1,5.367605633,381.1,5.367605633,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Yandy Díaz","TBR",77,334,297,83,58,16,0,9,39,38,32,0,48,3,2,0,,1,0,0.281277,0.0959676,0.143369,0.669374,0.354615,0.428556,0.345176,0.783171,0.147278,2.27545,0.307456,-1.47728,-0.605772,46.8615,8.27766,126.608,-2.08305,-0.0514568,8.066214561462402,-7.621827498078346,1.19969,195.6999969482422,,,,,,,405.7,5.268831168,405.7,5.268831168,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Ryan Jeffers","MIN",52,208,183,44,26,9,1,8,24,27,17,0,46,5,1,1,,1,0,0.240769,0.0836812,0.220681,0.379195,0.320197,0.428418,0.328311,0.748615,0.187649,3.44516,0.275866,-0.493966,-0.197587,26.3439,2.34812,111.467,-0.691552,-0.0811099,2.028573751449585,2.5029951110482216,1.18827,232.5800018310547,,,,,,,238.3,4.582692307,238.3,4.582692307,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"Daulton Varsho","TOR",64,275,247,55,31,11,2,11,35,34,24,1,69,2,2,1,,7,2,0.223344,0.0884617,0.250828,0.352678,0.297105,0.419047,0.312047,0.716152,0.195704,5.914,0.261458,0.54005,0.22224,31.3615,-0.467177,100.748,0.76229,0.388377,0.9977908134460449,1.1622967422008514,1.17602,315.2699890136719,,,,,,,293.4,4.584375,293.4,4.584375,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Max Muncy","LAD",65,280,233,49,26,10,1,12,36,37,40,2,75,4,2,0,,1,0,0.21015,0.143365,0.26717,0.536606,0.332042,0.412976,0.328389,0.745018,0.202826,3.24622,0.24884,-0.504799,-0.369426,35.5032,3.18022,110.922,-0.874225,-1.30854,2.69698965549469,-0.5400165915489197,1.16974,260.94000244140625,,,,,,,322.8,4.966153846,322.8,4.966153846,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Nick Gonzales","PIT",61,265,240,64,41,15,2,6,31,31,18,1,60,4,2,1,,3,1,0.264872,0.0675378,0.224655,0.300628,0.323468,0.420217,0.324726,0.743685,0.155344,4.8594,0.325177,-0.169776,-0.290043,32.9053,2.23997,104.087,-0.45982,0.751597,0.8078000545501709,1.8019060492515564,1.16829,408.55999755859375,,,,,,,298.6,4.895081967,298.6,4.895081967,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
