name,position,eligible_positions,team,player_id,fangraphs_id,mlbamid,is_free_agent,r,hr,tb,sbn,avg,ops,h,ab,pa,g,avg_diff,ops_diff,r_z,hr_z,tb_z,sbn_z,avg_z,ops_z,current_pr,xwoba,xwoba_percentile,proj_g,proj_pa,proj_ab,proj_h,proj_2b,proj_3b,proj_hr,proj_r,proj_rbi,proj_bb,proj_so,proj_sb,proj_cs,proj_avg,proj_woba,proj_ops,proj_wrc+,proj_war,proj_tb,proj_sbn,proj_avg_diff,proj_ops_diff,proj_r_z,proj_hr_z,proj_tb_z,proj_sbn_z,proj_avg_z,proj_ops_z,proj_pr,blended_ab,blended_g,blended_avg,blended_ops,blended_r,blended_hr,blended_tb,blended_sbn,blended_avg_diff,blended_ops_diff,blended_r_z,blended_hr_z,blended_tb_z,blended_sbn_z,blended_avg_z,blended_ops_z,blended_pr
Matthew Lugo,OF,OF,Free Agent,42486,,,1,6.0,3.0,23.0,0.0,0.25,0.84329268,10.0,40.0,41.0,13.0,0.20260756545566028,5.243790942000892,-0.8132915890810685,-0.21621750312453672,-0.7009419570391657,-0.5890666914016834,0.035951180741639985,0.30375977385928404,-1.97980678604553,0.352,,13.0,57.0,53.0,12.0,2.0,0.0,2.0,6.0,6.0,4.0,17.0,2.0,0.0,0.2205,0.282268,0.639782,77.5873,-0.0109555,20.0,2.0,-1.4585671,-4.7147784,-0.9266712,-0.6920503,-0.89546406,-0.22851995,-0.36426774,-0.33677384,-3.443747,53.0,13.0,0.22251584010819594,0.6536885738558307,6.0,2.0683333333333334,20.205,1.8633333333333333,-1.3893715100862414,-4.0287122783115406,-1.212700591255357,-0.8440654470879684,-1.17556454369008,-0.3232746120083266,-0.2649951568309679,-0.2319618032030099,-3.3437111260094063
Josh Rojas,3B,3B,Free Agent,40718,19734,668942,1,4.0,0.0,13.0,3.0,0.15068493,0.43109424,11.0,73.0,83.0,25.0,-6.88024130304342,-20.52056765084837,-0.9836340163927806,-0.9383839635604891,-0.9833252961165394,0.3116120849734235,-1.2208468034030266,-1.1887054724396307,-5.003283466939043,0.26,,67.0,288.0,256.0,61.0,12.0,1.0,5.0,32.0,27.0,28.0,63.0,8.0,2.0,0.238889,0.299308,0.67059,90.8279,0.782379,90.0,6.0,-2.337574,-14.886429,0.45016167,-0.17554039,0.3404434,0.772071,-0.58379394,-1.0633302,-0.25998837,256.0,67.0,0.22668743169208916,0.6374597389508659,28.12666666666667,4.308333333333334,79.34833333333333,5.585,-5.642999093807823,-23.61402217430785,0.24587978002277794,-0.3920839412654926,0.12149524103835149,0.6876237204330973,-1.0762905522424266,-1.3596282846795866,-0.9161441896386355
Derek Hill,OF,OF,Free Agent,33721,16947,656537,1,11.0,2.0,27.0,6.0,0.23287671,0.66986301,17.0,73.0,82.0,23.0,-0.8802413630434209,-3.0904474408483704,-0.3874355208017883,-0.4569396566031875,-0.5879886214082162,1.2122908613485306,-0.15619217509410993,-0.1790219377811229,-0.5552870503398943,0.291,,30.0,129.0,119.0,28.0,5.0,1.0,3.0,15.0,12.0,7.0,37.0,4.0,1.0,0.237041,0.2909,0.659985,80.8849,0.171323,44.0,3.0,-1.3065183,-8.181856,-0.4500752,-0.51988035,-0.47172433,0.021627802,-0.32629454,-0.5844256,-2.3307724,119.0,30.0,0.23647187738947345,0.6613349997553004,14.453333333333333,2.8633333333333333,41.67666666666666,3.4099999999999997,-1.4587638220234997,-8.13567458436071,-0.6554604855666933,-0.6836523680125808,-0.7046740176613254,0.09683898069460274,-0.2782303689043289,-0.46842902061304115,-2.088122735462142
Shay Whitcomb,3B,3B,Free Agent,4683352,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.2449348108636085,-0.7121979064499777,-1.3243188710162048,-0.9383839635604891,-1.3504236369171252,-0.5890666914016834,-0.04346183043793687,-0.04125585428540158,-4.286910847618842,0.352,,16.0,71.0,65.0,15.0,3.0,0.0,3.0,8.0,8.0,5.0,19.0,1.0,0.0,0.223066,0.301701,0.691249,94.5568,0.0861329,27.0,1.0,-1.622019,-2.4369204,-0.82076097,-0.51988035,-0.7718733,-0.47866768,-0.40508878,-0.17406748,-3.1703386,65.0,16.0,0.2226942254602909,0.6900969312588373,7.986666666666666,2.995,26.955,0.9983333333333333,-1.6923511437290286,-2.574330317677213,-1.0817403771424063,-0.6570850027149798,-1.027531738410529,-0.5582303820652451,-0.3227825340377857,-0.1482226233288746,-3.1721995843711737
Nick Fortes,C,C,Free Agent,41674,21538,663743,1,4.0,1.0,18.0,0.0,0.171875,0.52410714,11.0,64.0,71.0,26.0,-4.675827895270944,-12.037809052798572,-0.9836340163927806,-0.6976618100818384,-0.8421336265778525,-0.5890666914016834,-0.8296903099429286,-0.6973203539354039,-4.639506808332487,0.287,,38.0,151.0,138.0,31.0,6.0,0.0,3.0,14.0,14.0,8.0,24.0,1.0,1.0,0.228036,0.277147,0.623723,71.5236,0.229251,46.0,0.0,-2.7578115,-14.492363,-0.5030303,-0.51988035,-0.4364127,-0.72881544,-0.68874556,-1.0351822,-3.9120665,138.0,38.0,0.22139028283456963,0.6119350972115477,12.816666666666666,2.763333333333333,42.686666666666675,0.0,-3.772935741343475,-16.25183438836374,-0.763348849877866,-0.703830113808227,-0.6825239238343109,-0.8294028411482781,-0.7196129265875175,-0.9357344356349737,-3.998146900915841
Myles Straw,OF,OF,Free Agent,39105,17620,664702,1,15.0,1.0,36.0,3.0,0.28,0.67428571,28.0,100.0,109.0,39.0,3.5065189136391535,-3.7912196449977675,-0.0467506661783641,-0.6976618100818384,-0.33384361623857983,0.3116120849734235,0.6222052713318325,-0.21961592953512452,-0.36405466572865086,0.298,,22.0,97.0,88.0,20.0,4.0,0.0,0.0,10.0,7.0,7.0,18.0,6.0,1.0,0.231411,0.263657,0.581068,67.5979,0.0725018,24.0,5.0,-1.461605,-12.995146,-0.7148508,-1.0363903,-0.8248408,0.5219233,-0.3650264,-0.9282367,-3.3474216,88.0,22.0,0.24023799767792225,0.5980025337397841,10.908333333333333,0.18166666666666667,26.18,4.636666666666667,-0.7473311317431268,-11.589554180993527,-0.8891453642732762,-1.2247522510991606,-1.044528097535218,0.4300325197348572,-0.14253864356887655,-0.6672935917054219,-2.805443311347403
James Outman,OF,OF,Free Agent,41802,24770,681546,1,5.0,2.0,9.0,0.0,0.125,0.59722222,3.0,24.0,27.0,8.0,-2.878435460726604,-2.7594164747994645,-0.8984628027369245,-0.4569396566031875,-1.0962786317474889,-0.5890666914016834,-0.5107566110327477,-0.15984613681964005,-3.711350530341672,0.333,,8.0,35.0,31.0,7.0,1.0,0.0,1.0,5.0,4.0,4.0,12.0,1.0,0.0,0.218669,0.310065,0.699532,98.2756,0.128382,11.0,1.0,-0.9098855,-0.90545183,-0.9796263,-0.86422026,-1.0543665,-0.47866768,-0.22723807,-0.06467536,-3.6687942,31.0,8.0,0.21445389240980148,0.6949280335499214,4.999999999999999,1.045,10.909999999999998,0.955,-1.0625716392667093,-1.0779933650993723,-1.2786201621175808,-1.0505510457300815,-1.3794111992565135,-0.5700008059987323,-0.2026645401517857,-0.06206779425661292,-3.6707091920057864
Austin Wynns,C,C,Free Agent,35314,15271,642851,1,6.0,3.0,28.0,0.0,0.4,1.14186047,16.0,40.0,43.0,17.0,6.202607565455661,17.186502542000888,-0.8132915890810685,-0.21621750312453672,-0.5597502875004788,-0.5890666914016834,1.1006058196971034,0.9955713687544842,-0.08214888265617992,0.396,,4.0,16.0,14.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.23847,0.292546,0.656006,78.1313,0.0711168,4.0,0.0,-0.13370195,-1.0182776,-1.1384916,-1.0363903,-1.1779572,-0.72881544,-0.03339128,-0.07273446,-4.1877804,14.0,4.0,0.25004631945987543,0.6908255504690821,2.2866666666666666,0.21500000000000002,5.720000000000001,0.0,0.018422915806392492,-0.544270476402434,-1.457481931057081,-1.2180263358339452,-1.4932319784270127,-0.8294028411482781,0.003513807090441875,-0.03133754718998747,-3.8935434562548696
Jonah Bride,1B,"1B,3B",Free Agent,3960984,24703,681146,1,6.0,0.0,19.0,0.0,0.1827957,0.45672826,17.0,93.0,103.0,32.0,-5.778937310315589,-23.758677119847928,-0.8132915890810685,-0.9383839635604891,-0.8138952926701152,-0.5890666914016834,-1.0254287359433836,-1.3762811044421512,-5.556347377098891,0.228,,14.0,62.0,53.0,12.0,3.0,0.0,1.0,7.0,7.0,7.0,13.0,0.0,0.0,0.233086,0.31179,0.690357,100.789,0.244552,18.0,0.0,-0.7915093,-2.0343025,-0.8737161,-0.86422026,-0.9307757,-0.72881544,-0.19767438,-0.14530866,-3.7405107,53.0,14.0,0.22445283585344095,0.6502507573511589,6.828333333333334,0.8283333333333334,18.171666666666667,0.0,-1.286710735588256,-4.210916553059145,-1.1580972133911485,-1.0942694949539817,-1.220157141823673,-0.8294028411482781,-0.2454146430223944,-0.24245260751020264,-4.052229331335626
Taylor Walls,SS,SS,Free Agent,40576,22458,670764,1,17.0,1.0,29.0,3.0,0.18320611,0.49289722,24.0,131.0,151.0,47.0,-8.086459813132713,-28.728389924947077,0.12359176113334798,-0.6976618100818384,-0.5315119535927414,0.3116120849734235,-1.4348811587964454,-1.664164213154811,-3.893015289519065,0.258,3.0,25.0,110.0,96.0,20.0,4.0,1.0,2.0,13.0,9.0,13.0,27.0,5.0,1.0,0.20474,0.278036,0.611624,80.4006,0.309808,32.0,4.0,-4.1548934,-11.243145,-0.55598545,-0.6920503,-0.68359417,0.27177554,-1.0376577,-0.8030921,-3.5006042,96.0,25.0,0.19932063974226055,0.5817444288717376,14.006666666666668,1.7483333333333333,31.244999999999997,3.748333333333333,-4.74333668736148,-14.203928082961763,-0.6849045605518198,-0.9086342336340364,-0.9334486666106365,0.18873882909836856,-0.9046977286092598,-0.8178218108120993,-3.5993609554507477
Jonatan Clase,OF,OF,Free Agent,4918159,,,1,4.0,0.0,15.0,3.0,0.27272727,0.68784787,12.0,44.0,50.0,14.0,1.2228682020012274,-1.0714016037990182,-0.9836340163927806,-0.9383839635604891,-0.9268486283010646,0.3116120849734235,0.21698871734862196,-0.06206363153720195,-2.3823294374694903,0.352,,19.0,84.0,76.0,17.0,4.0,0.0,2.0,10.0,8.0,7.0,24.0,5.0,1.0,0.226952,0.285025,0.636944,82.6295,0.189922,27.0,4.0,-1.6011786,-6.9765034,-0.7148508,-0.6920503,-0.7718733,0.27177554,-0.39988402,-0.49832785,-2.8052106,76.0,19.0,0.23076660716474215,0.6411859854565557,9.5,1.8333333333333333,26.0,3.9166666666666665,-1.3652480200525703,-6.727218098565221,-0.9819820932375743,-0.891483149707737,-1.0484756390093395,0.23446239899383828,-0.2603940778694552,-0.3873340990578533,-2.769970494288127
Brewer Hicklen,OF,OF,Free Agent,41378,,,1,2.0,0.0,2.0,1.0,0.66666667,1.41666667,2.0,3.0,4.0,1.0,1.2651955774091745,2.1134062906500666,-1.1539764437044926,-0.9383839635604891,-1.2939469691016505,-0.2888404326099811,0.22449939011243536,0.1224243727526819,-3.3282240461114965,0.352,,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.207019,0.26623,0.58805,69.2516,0.00363545,1.0,0.0,-0.16400456,-0.56276035,-1.2444018,-1.0363903,-1.2309246,-0.72881544,-0.040959157,-0.040197063,-4.3216887,4.0,1.0,0.21008331903719532,0.5935741189013285,0.013333333333333334,0.0,1.0066666666666666,0.006666666666666667,-0.1545883114603226,-0.5445115766717099,-1.6073390888172028,-1.2614084892945847,-1.5965990829530796,-0.8275920066969724,-0.02948466521896628,-0.03135142905827453,-4.315065554665726
Timothy Elko,1B,1B,Free Agent,5135493,,,1,4.0,3.0,14.0,0.0,0.16129032,0.6391129,5.0,31.0,32.0,10.0,-2.5929792167718637,-2.2656351999493096,-0.9836340163927806,-0.21621750312453672,-0.9550869622088021,-0.5890666914016834,-0.46010455864187827,-0.13124261504628743,-3.3353523468159687,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086021504,0.034086021333333334,0.21333333333333335,0.16,0.7466666666666667,0.0,-0.0,-0.0,-1.5941551746447578,-1.2291240960215506,-1.602301087304588,-0.8294028411482781,1.9476213283723963e-16,-0.0,-0.17788545849685167
Max Schuemann,3B,"3B,SS",Free Agent,3962127,,,1,8.0,1.0,21.0,2.0,0.23728814,0.71307506,14.0,59.0,70.0,35.0,-0.4511535809529006,0.05175205945131389,-0.6429491617693563,-0.6976618100818384,-0.7574186248546404,0.011385826181721214,-0.08005379214047936,0.0029978681548444392,-2.163699694509749,0.352,,33.0,143.0,124.0,28.0,5.0,1.0,2.0,16.0,11.0,13.0,36.0,4.0,1.0,0.221702,0.289394,0.639522,84.6185,0.244492,41.0,3.0,-3.2634504,-11.063042,-0.3971201,-0.6920503,-0.5246918,0.021627802,-0.8150255,-0.7902274,-3.1974874,124.0,33.0,0.22352037817550466,0.6481032045094477,15.066666666666666,1.8833333333333333,38.66666666666667,2.8833333333333333,-3.1260423221196425,-10.118252261416227,-0.6150298154378628,-0.8813942768099138,-0.7706856834230214,-0.046216940958549876,-0.5962307916900631,-0.5825802086826374,-3.0768787939722024
Martin Maldonado,C,C,Free Agent,30289,6887,455117,1,3.0,2.0,20.0,0.0,0.16883117,0.45974026,13.0,77.0,82.0,32.0,-5.859980346497854,-19.43923877664828,-1.0688052300486366,-0.4569396566031875,-0.7856569587623778,-0.5890666914016834,-1.039809210014464,-1.1260667788060512,-5.0663445256364,0.267,,39.0,155.0,140.0,26.0,5.0,0.0,4.0,14.0,15.0,10.0,50.0,0.0,0.0,0.186108,0.250868,0.560213,59.9713,-0.0800223,43.0,0.0,-8.667701,-23.59379,-0.5030303,-0.34771037,-0.48938018,-0.72881544,-2.1647017,-1.6852931,-5.918931,140.0,39.0,0.18374682729870706,0.5464817509020492,12.496666666666666,3.7266666666666666,39.85666666666667,0.0,-9.097699744499646,-25.65083670340895,-0.7844431125537776,-0.5094511626435017,-0.7445880481218857,-0.8294028411482781,-1.7352064246985281,-1.4769022765463855,-5.802410854879577
Nick Loftin,2B,"2B,3B",Free Agent,4314013,27630,679845,1,3.0,1.0,10.0,0.0,0.25,0.77272727,5.0,20.0,22.0,6.0,0.10130378272783014,1.210587271000445,-1.0688052300486366,-0.6976618100818384,-1.0680402978397516,-0.5890666914016834,0.017975590370819874,0.07012631123995765,-3.335472127761132,0.34,,42.0,183.0,165.0,41.0,6.0,0.0,2.0,23.0,21.0,16.0,29.0,2.0,1.0,0.246625,0.286413,0.631008,77.8214,0.20525,53.0,1.0,-0.23019746,-16.125792,-0.026434325,-0.6920503,-0.31282195,-0.47866768,-0.0574904,-1.1518574,-2.719322,165.0,42.0,0.24674875597159068,0.6362044011546539,22.266666666666666,1.9633333333333334,51.42333333333334,0.9633333333333334,-0.32697075356307215,-15.427105965909337,-0.14040890522985275,-0.8652520801733968,-0.4909219570996427,-0.5677372629346001,-0.06236320918528664,-0.8882489169854577,-2.741914138762893
Rafael Marchan,C,C,Free Agent,40816,,,1,4.0,1.0,8.0,0.0,0.14285714,0.53089701,5.0,35.0,43.0,14.0,-3.5727184802262975,-6.3455313757492195,-0.9836340163927806,-0.6976618100818384,-1.1245169656552263,-0.5890666914016834,-0.6339518839424736,-0.36758085839689836,-4.3964122258709,0.352,,22.0,89.0,79.0,18.0,4.0,0.0,1.0,9.0,8.0,7.0,15.0,0.0,0.0,0.229931,0.284857,0.629763,78.8158,0.284129,25.0,0.0,-1.4290425,-7.81919,-0.7678059,-0.86422026,-0.80718493,-0.72881544,-0.35689414,-0.55852056,-4.083441,79.0,22.0,0.22369070381737316,0.6226776107005814,8.641666666666667,1.0,23.781666666666666,0.0,-1.9781357537073219,-8.454927787125294,-1.0385630582276497,-1.0596310313381223,-1.0971254325468907,-0.8294028411482781,-0.3772903003128938,-0.4868107126962111,-4.105870400881222
Yohel Pozo,C,C,Free Agent,35675,18848,650968,1,5.0,1.0,23.0,0.0,0.32075472,0.7672956,17.0,53.0,54.0,17.0,4.01845518422875,2.9201777581511794,-0.8984628027369245,-0.6976618100818384,-0.7009419570391657,-0.5890666914016834,0.7130444922206278,0.1691586383316888,-2.0039301307072956,0.334,,3.0,12.0,11.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.243995,0.313491,0.710081,100.376,0.0667911,4.0,0.0,-0.04427661,-0.20525026,-1.1914468,-1.0363903,-1.1779572,-0.72881544,-0.011057883,-0.014660279,-4.160328,11.0,3.0,0.2509033711160038,0.7152302969416657,1.3599999999999999,0.09,5.71,0.0,0.023902716351006187,-0.15918887740349263,-1.5185674000560747,-1.2432485180785031,-1.4934512862866862,-0.8294028411482781,0.0045589707447852654,-0.009165643138917046,-3.966252111116684
Leo Rivas,2B,"2B,SS",Free Agent,40858,21009,660844,1,14.0,0.0,18.0,4.0,0.28333333,0.7109589,17.0,60.0,73.0,28.0,2.30391114818349,-0.07434038699866585,-0.13192187983422013,-0.9383839635604891,-0.8421336265778525,0.6118383437651259,0.4088116152757932,-0.004306353817893989,-0.8960958647495367,0.293,,6.0,27.0,23.0,5.0,1.0,0.0,0.0,3.0,2.0,3.0,6.0,1.0,0.0,0.232662,0.299135,0.646887,97.5593,0.112038,6.0,1.0,-0.3532371,-1.882621,-1.0855365,-1.0363903,-1.1426455,-0.47866768,-0.088218756,-0.13447411,-3.9659326,23.0,6.0,0.2388270181517678,0.6546824183431104,4.338333333333333,0.0,7.459999999999999,1.365,-0.227777711261688,-1.725450678701349,-1.3222369448380855,-1.2614084892945847,-1.4550724108438398,-0.4586344872434299,-0.04344409675900367,-0.09934654627090045,-3.5924358039311084
Ryan Bliss,2B,2B,Free Agent,4414241,,,1,1.0,1.0,11.0,0.0,0.2,0.596337,7.0,35.0,39.0,11.0,-1.572718380226297,-4.05513172574922,-1.2391476573603486,-0.6976618100818384,-1.0398019639320142,-0.5890666914016834,-0.27906698654640844,-0.23490370032051072,-4.079648809642804,0.352,,2.0,9.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.219328,0.282992,0.631581,86.2032,0.0250901,2.0,1.0,-0.22953713,-0.7772727,-1.1914468,-1.0363903,-1.2132688,-0.47866768,-0.05732549,-0.055519585,-4.032619,8.0,2.0,0.21807168106734756,0.6292901478860664,1.0,0.065,2.585,0.935,-0.24526972667942726,-0.8032949214655165,-1.5422984455664752,-1.2482929545274144,-1.5619849924346265,-0.5754333093526495,-0.04678035299807525,-0.0462514385775534,-4.035675937141706
Will Wagner,2B,"2B,3B",Free Agent,4413898,,,1,4.0,0.0,13.0,1.0,0.18644068,0.50392107,11.0,59.0,68.0,20.0,-3.451153720952901,-12.288333350548687,-0.9836340163927806,-0.9383839635604891,-0.9833252961165394,-0.2888404326099811,-0.6123811364601526,-0.7118326037318828,-4.518397448871825,0.352,,15.0,66.0,59.0,15.0,3.0,0.0,1.0,7.0,6.0,6.0,12.0,0.0,0.0,0.256469,0.312974,0.699683,102.291,0.145819,21.0,0.0,0.49848327,-1.7143681,-0.8737161,-0.86422026,-0.8778082,-0.72881544,0.12449286,-0.12245589,-3.342523,59.0,15.0,0.24853246709199625,0.6774966573126312,6.66,0.8866666666666667,20.093333333333334,0.11333333333333333,-0.01167785880650335,-3.0801159896408614,-1.1691936744862894,-1.0824991432398547,-1.178013481456433,-0.7986186554760808,-0.0022273207730356434,-0.17734432485482837,-3.47578885775833
Will Brennan,OF,OF,Free Agent,4088296,25660,686823,1,0.0,0.0,1.0,-1.0,0.09090909,0.32167832,1.0,11.0,13.0,6.0,-1.6942829294996935,-4.295715450949754,-1.3243188710162048,-0.9383839635604891,-1.322185303009388,-0.8892929501933858,-0.30063769676581703,-0.2488401174602171,-5.023658902005502,0.205,,13.0,58.0,54.0,15.0,3.0,0.0,1.0,6.0,6.0,3.0,8.0,1.0,0.0,0.275392,0.309,0.702864,99.3911,0.125061,21.0,1.0,1.47808,-1.3973097,-0.9266712,-0.86422026,-0.8778082,-0.47866768,0.36914077,-0.099808544,-2.878035,54.0,13.0,0.2713948662788485,0.6946049683832172,5.869999999999999,0.9783333333333333,20.566666666666666,0.9566666666666666,1.2238813463349174,-1.8952404130460954,-1.2212701354674464,-1.0640028762605123,-1.1676329094318916,-0.569548097385906,0.23343117874526353,-0.10912255662438088,-2.924523584904323
Jacob Stallings,C,C,Free Agent,34089,13723,607732,1,4.0,0.0,15.0,0.0,0.14285714,0.39596273,12.0,84.0,93.0,28.0,-8.574524352543113,-26.563754821798128,-0.9836340163927806,-0.9383839635604891,-0.9268486283010646,-0.5890666914016834,-1.5214845214619361,-1.5387722826425132,-6.498190103760466,0.225,,41.0,164.0,144.0,33.0,7.0,0.0,3.0,16.0,16.0,15.0,41.0,0.0,0.0,0.231195,0.297968,0.66256,75.1533,0.214655,49.0,0.0,-2.42282,-9.529936,-0.3971201,-0.51988035,-0.38344523,-0.72881544,-0.6050836,-0.68071836,-3.315063,144.0,41.0,0.21750263406115455,0.6212374114167541,14.139999999999999,2.535,43.730000000000004,0.0,-4.496797849121483,-15.618902637960263,-0.6761152844368569,-0.7499026333749526,-0.6596428038083854,-0.8294028411482781,-0.8576753176629771,-0.8992920242673494,-3.8084477008507855
Korey Lee,C,C,Free Agent,4418346,25543,686676,1,5.0,0.0,8.0,0.0,0.24,0.6162963,6.0,25.0,28.0,12.0,-0.12337027159021255,-2.3975401612494425,-0.8984628027369245,-0.9383839635604891,-1.1245169656552263,-0.5890666914016834,-0.02189112199295277,-0.13888354155510763,-3.7112050869023836,0.207,,35.0,140.0,131.0,29.0,6.0,0.0,4.0,14.0,14.0,7.0,40.0,2.0,1.0,0.218176,0.267912,0.606726,68.7419,0.182213,47.0,1.0,-3.9095817,-15.983848,-0.5030303,-0.34771037,-0.41875687,-0.47866768,-0.9763926,-1.1417184,-3.8662763,131.0,35.0,0.2191944602648417,0.6071726052028759,13.58,3.8133333333333335,45.18,0.9533333333333334,-3.8692076995038875,-16.051352430495793,-0.713030244119702,-0.4919637829539415,-0.6278431641557412,-0.5704535146115588,-0.7379748999444921,-0.9241912542797123,-3.8590396092505537
Tim Anderson,SS,"SS,2B",Free Agent,33184,15172,641313,1,8.0,0.0,20.0,0.0,0.20481928,0.49939082,17.0,83.0,90.0,28.0,-3.3295890616795054,-17.66298817534815,-0.6429491617693563,-0.9383839635604891,-0.7856569587623778,-0.5890666914016834,-0.5908104067220757,-1.0231729970103824,-4.570040179226365,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030722891999999998,0.074908623,1.2,0.0,3.0,0.0,-0.0,-0.0,-1.5291145313940306,-1.2614084892945847,-1.55288371625818,-0.8294028411482781,1.9476213283723963e-16,-0.0,-0.6855060268839547
Miles Mastrobuoni,3B,"3B,OF,2B",Free Agent,40900,20017,670156,1,12.0,1.0,28.0,-1.0,0.22916667,0.60359327,22.0,96.0,112.0,45.0,-1.5137415229064164,-10.426045099197864,-0.3022643071459322,-0.6976618100818384,-0.5597502875004788,-0.8892929501933858,-0.2686019890903042,-0.6039548747476541,-3.3215262187595935,0.335,,14.0,62.0,56.0,13.0,2.0,0.0,1.0,6.0,4.0,6.0,12.0,2.0,1.0,0.226559,0.270609,0.597231,77.4921,-0.0276228,18.0,1.0,-1.2018241,-7.364511,-0.9266712,-0.86422026,-0.9307757,-0.47866768,-0.30014783,-0.52604306,-4.0265255,56.0,14.0,0.2270457636247238,0.5984186000324158,7.12,1.0,19.866666666666667,0.6266666666666667,-1.2143394635429208,-7.351871130063052,-1.1388706718896666,-1.0596310313381223,-1.1829844596090302,-0.6591844027255395,-0.23161125318282597,-0.42329984531938336,-3.8949256320834964
Casey Schmitt,2B,"2B,SS,1B",Free Agent,4301949,27577,669477,1,2.0,0.0,12.0,0.0,0.19565217,0.56275636,9.0,46.0,54.0,17.0,-2.2670014797259914,-6.874311136698977,-1.1539764437044926,-0.9383839635604891,-1.0115636300242767,-0.5890666914016834,-0.4022622736515296,-0.3982117554681258,-4.493464757810598,0.344,,17.0,74.0,69.0,16.0,3.0,0.0,2.0,8.0,8.0,4.0,17.0,1.0,0.0,0.238959,0.291362,0.663247,85.8151,0.147122,25.0,1.0,-0.62521887,-4.5190244,-0.82076097,-0.6920503,-0.80718493,-0.47866768,-0.15614443,-0.32279122,-3.2775993,69.0,17.0,0.2350613848582676,0.6542028326176667,7.46,1.82,23.83,0.91,-0.9431618310365769,-5.209443451159663,-1.1164580177965107,-0.8941735158138231,-1.0960654445584692,-0.582223938545046,-0.1798894791768161,-0.2999449484443082,-3.387027222795239
Jack Suwinski,OF,OF,Free Agent,36754,22244,669261,1,4.0,0.0,6.0,3.0,0.12820513,0.3982906,5.0,39.0,45.0,13.0,-4.552457553680731,-12.24238495154913,-0.9836340163927806,-0.9383839635604891,-1.180993633470701,0.3116120849734235,-0.8077991755290053,-0.7091709271998327,-4.308369631179385,0.313,,15.0,65.0,57.0,12.0,3.0,0.0,2.0,8.0,8.0,7.0,20.0,2.0,0.0,0.212302,0.306923,0.696612,91.827,0.113452,21.0,2.0,-2.0359342,-1.8313015,-0.82076097,-0.6920503,-0.8778082,-0.22851995,-0.50846136,-0.13080838,-3.258409,57.0,15.0,0.2059947341307316,0.6742378954304886,7.7,1.85,19.875,2.075,-2.435932777978029,-3.161454705409739,-1.100637320789577,-0.8881201920751292,-1.1828017030593023,-0.2657806181793696,-0.46460603506251186,-0.18202757694049815,-3.3371560688769977
Isaac Collins,OF,OF,Free Agent,42959,,,1,13.0,2.0,35.0,5.0,0.23076923,0.66426955,24.0,104.0,120.0,45.0,-1.4732204098152841,-4.984549070797684,-0.2170930934900762,-0.4569396566031875,-0.3620819501463172,0.9120646025568282,-0.26141182391895207,-0.2887425367034675,-0.6742044583051723,0.352,,18.0,78.0,68.0,15.0,3.0,0.0,1.0,9.0,7.0,8.0,21.0,3.0,1.0,0.223707,0.296304,0.661787,86.8261,0.153153,21.0,2.0,-1.6532934,-4.5528126,-0.7678059,-0.86422026,-0.8778082,-0.22851995,-0.41289935,-0.3252047,-3.476458,68.0,18.0,0.22511945030526734,0.662283488781128,9.8,1.2000000000000002,23.8,2.6,-1.605544368596587,-4.584459651592704,-0.9622062219789073,-1.0192755397468298,-1.0967233681374895,-0.12317740513904338,-0.3062258572791093,-0.2639601574974156,-2.9160073497909176
Austin Barnes,C,C,Free Agent,32856,12158,605131,1,4.0,0.0,12.0,0.0,0.21428571,0.51827243,9.0,42.0,44.0,13.0,-1.2872622362715571,-8.144870010899064,-0.9836340163927806,-0.9383839635604891,-1.0115636300242767,-0.5890666914016834,-0.22841495189978303,-0.47181207259950597,-4.222875325878519,0.244,,15.0,60.0,54.0,12.0,2.0,0.0,1.0,6.0,5.0,5.0,13.0,1.0,0.0,0.223041,0.273666,0.604618,72.2989,0.0653148,17.0,1.0,-1.3488739,-6.7025924,-0.9266712,-0.86422026,-0.9484315,-0.47866768,-0.33687255,-0.4787625,-4.0336256,54.0,15.0,0.22239894353000997,0.5982860034920787,5.853333333333333,0.9266666666666666,16.633333333333333,0.9266666666666666,-1.421898482102364,-7.096464517167572,-1.2223687949818167,-1.0744280449215962,-1.2538940009034325,-0.5776968524167816,-0.2711990338991783,-0.4085942584259857,-4.047503915753634
